Item name,SKU,Category,Items sold,Gross sales,Items refunded,Refunds,Discounts,Net sales,Cost of goods,Gross profit,Margin,Taxes
C14. Hot Thai Tea,C14,Hot Drinks,43.000,77.40,0.000,0.00,0.00,77.40,0.00,77.40,100.00%,0.00
C15. Hot Thai Black Tea,C15,Hot Drinks,10.000,18.00,0.000,0.00,0.00,18.00,0.00,18.00,100.00%,0.00
C16. Hot Thai Black Coffee,C16,Hot Drinks,12.000,21.60,0.000,0.00,0.00,21.60,0.00,21.60,100.00%,0.00
C17. Hot Thai Coffee,C17,Hot Drinks,27.000,48.60,0.000,0.00,1.80,46.80,0.00,46.80,100.00%,0.00
C18. Hot Thai Milo,C18,Hot Drinks,5.000,9.00,0.000,0.00,0.00,9.00,0.00,9.00,100.00%,0.00
C19. Hot Thai Lemon Tea,C19,Hot Drinks,5.000,9.00,0.000,0.00,0.18,8.82,0.00,8.82,100.00%,0.00
C2. Thai Green Tea (Regular),C2R,Cold Drinks,99.000,389.50,0.000,0.00,3.03,386.47,0.00,386.47,100.00%,0.00
C2. Thai Green Tea (Mini),C2M,Cold Drinks,13.000,35.00,0.000,0.00,0.00,35.00,0.00,35.00,100.00%,0.00
C20. Hot Lime Juice,C20,Hot Drinks,2.000,3.60,0.000,0.00,0.00,3.60,0.00,3.60,100.00%,0.00
C21. Hot Lemongrass,C21,Hot Drinks,28.000,50.40,0.000,0.00,0.00,50.40,0.00,50.40,100.00%,0.00
C3. Lemongrass (Mini),C3M,Cold Drinks,35.000,70.00,0.000,0.00,0.20,69.80,0.00,69.80,100.00%,0.00
C3. Lemongrass (Regular),C3R,Cold Drinks,136.000,408.00,0.000,0.00,1.07,406.93,0.00,406.93,100.00%,0.00
C4. Thai Iced Tea (Regular),C4R,Cold Drinks,415.000,1383.50,0.000,0.00,15.20,1368.30,0.00,1368.30,100.00%,0.00
C4. Thai Iced Tea (Mini),C4M,Cold Drinks,86.000,184.50,0.000,0.00,1.35,183.15,0.00,183.15,100.00%,0.00
C5. Pink Soda (Regular),C5R,Cold Drinks,48.000,144.00,0.000,0.00,0.00,144.00,0.00,144.00,100.00%,0.00
C5. Pink Soda (Mini),C5M,Cold Drinks,10.000,20.00,0.000,0.00,0.20,19.80,0.00,19.80,100.00%,0.00
C6. Thai Iced Black Tea (Regular),C6R,Cold Drinks,6.000,18.00,0.000,0.00,0.30,17.70,0.00,17.70,100.00%,0.00
C6. Thai Iced Black Tea (Mini),C6M,Cold Drinks,4.000,8.00,0.000,0.00,0.00,8.00,0.00,8.00,100.00%,0.00
C7. Thai Iced Black Coffee (Regular),C7R,Cold Drinks,6.000,18.00,0.000,0.00,0.00,18.00,0.00,18.00,100.00%,0.00
C7. Thai Iced Black Coffee (Mini),C7M,Cold Drinks,1.000,2.50,0.000,0.00,0.00,2.50,0.00,2.50,100.00%,0.00
C8. Thai Iced Coffee (Regular),C8R,Cold Drinks,25.000,83.00,0.000,0.00,16.45,66.55,0.00,66.55,100.00%,0.00
C8. Thai Iced Coffee (Mini),C8M,Cold Drinks,5.000,10.50,0.000,0.00,0.00,10.50,0.00,10.50,100.00%,0.00
C9. Iced Milo (Regular),C9R,Cold Drinks,6.000,18.00,0.000,0.00,0.00,18.00,0.00,18.00,100.00%,0.00
C9. Iced Milo (Mini),C9M,Cold Drinks,2.000,4.00,0.000,0.00,0.00,4.00,0.00,4.00,100.00%,0.00
Crispy Pork,10059,Products,43.000,301.00,0.000,0.00,0.00,301.00,0.00,301.00,100.00%,0.00
D1. Mango Sticky Rice (Regular),D1R,Desserts,29.000,168.20,0.000,0.00,0.02,168.18,0.00,168.18,100.00%,0.00
D1. Mango Sticky Rice (Mini),D1M,Desserts,11.000,22.00,0.000,0.00,0.00,22.00,0.00,22.00,100.00%,0.00
D2. Red Ruby (Mini),D2M,Desserts,36.000,54.00,0.000,0.00,0.00,54.00,0.00,54.00,100.00%,0.00
D2. Red Ruby (Regular),D2R,Desserts,53.000,148.40,0.000,0.00,0.89,147.51,0.00,147.51,100.00%,0.00
D3. Candy Floss Wraps (Roti Sai Mai) (Regular),D3R,Desserts,35.000,140.00,0.000,0.00,1.77,138.23,0.00,138.23,100.00%,0.00
D3. Candy Floss Wraps (Roti Sai Mai) (Mini),D3M,Desserts,24.000,43.20,0.000,0.00,0.25,42.95,0.00,42.95,100.00%,0.00
D4. Mango Sago (Regular),D4R,Desserts,4.000,15.20,0.000,0.00,0.00,15.20,0.00,15.20,100.00%,0.00
D4. Mango Sago (Mini),D4M,Desserts,5.000,9.00,0.000,0.00,0.00,9.00,0.00,9.00,100.00%,0.00
Lemon Grass Chicken and Red Ruby Package,10005,No category,1.000,400.00,0.000,0.00,0.00,400.00,0.00,400.00,100.00%,0.00
Lime & Chilli Pork,10000,Products,2.000,14.00,0.000,0.00,0.00,14.00,0.00,14.00,100.00%,0.00
Rice Cracker,10049,Products,29.000,174.00,0.000,0.00,0.00,174.00,0.00,174.00,100.00%,0.00
Seaweed,10003,Products,2.000,12.00,0.000,0.00,0.00,12.00,0.00,12.00,100.00%,0.00
Soft Drinks,SD1,Cold Drinks,15.000,22.50,0.000,0.00,0.00,22.50,0.00,22.50,100.00%,0.00
Straw (Set),10038,Products,1.000,10.00,0.000,0.00,0.00,10.00,0.00,10.00,100.00%,0.00
Water,W1,Cold Drinks,41.000,61.50,0.000,0.00,0.30,61.20,0.00,61.20,100.00%,0.00
iii. Rice,iii,Sides 1,210.000,210.00,0.000,0.00,2.45,207.55,0.00,207.55,100.00%,0.00
xiii. Noodles Soup,xiii,Add Ons,9.000,22.50,0.000,0.00,0.01,22.49,0.00,22.49,100.00%,0.00
